time,source,device_name,fragment.series,value,unit
2022-03-26T13:07:21.754+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.772+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.794+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.811+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.829+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.847+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.864+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.883+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.904+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.923+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.944+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.963+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:21.983+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.000+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.020+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.073+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.095+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.113+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.131+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.150+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.172+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.189+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.208+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.226+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.248+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.266+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.284+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.302+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.323+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.342+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.360+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.381+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.399+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.417+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.436+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.457+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.478+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.496+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.515+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.532+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.550+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.571+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.591+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.611+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.630+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.648+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.666+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.684+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.704+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.723+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.742+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.760+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.778+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.797+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.815+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.833+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.853+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.873+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.892+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.912+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.930+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.951+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.969+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:22.990+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.009+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.027+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.047+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.066+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.085+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.106+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.124+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.142+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.161+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.179+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.198+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.218+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.237+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.256+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.275+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.297+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.316+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.335+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.356+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.374+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.392+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.412+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.430+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.449+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.470+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.490+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.508+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.527+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.545+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.563+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.581+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.601+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.622+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.641+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.660+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.679+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.697+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.716+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.734+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.754+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.774+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.793+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.812+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.831+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.851+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.871+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.890+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.909+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.930+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.948+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:23.968+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.022+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.042+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.062+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.082+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.100+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.120+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.171+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.188+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.208+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.229+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.247+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.267+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.284+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.304+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.325+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.341+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.361+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.381+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.402+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.421+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.440+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.461+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.484+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.506+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.527+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.546+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.564+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.583+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.606+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.625+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.646+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.665+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.684+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.701+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.724+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.745+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.764+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.783+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.802+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.820+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.843+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.866+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.885+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.903+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.921+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.940+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.959+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.977+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:24.997+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.017+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.035+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.055+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.073+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.093+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.114+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.133+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.153+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.180+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.198+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.217+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.235+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.252+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.271+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.289+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.307+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.328+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.348+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.366+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.386+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.404+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.421+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.442+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.464+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.481+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.501+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.519+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.543+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.563+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.583+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.600+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.620+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.638+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.658+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.678+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.697+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.718+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.740+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.757+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.778+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.796+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.816+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.837+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.857+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.875+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.896+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.914+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.933+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.952+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.972+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:25.991+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.046+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.065+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.086+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.103+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.122+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.141+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.161+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.180+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.198+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.219+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.238+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.257+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.275+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.294+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.313+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.334+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.354+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.372+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.391+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.409+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.430+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.449+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.469+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.488+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.509+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.527+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.546+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.566+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.586+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.611+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.628+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.647+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.665+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.683+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.701+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.723+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.743+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.762+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.781+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.800+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.818+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.836+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.856+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.877+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.897+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.914+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.932+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.951+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.970+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:26.989+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.009+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.029+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.048+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.067+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.085+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.103+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.124+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.144+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.163+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.182+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.200+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.220+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.239+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.258+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.278+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.423+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.443+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.463+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.480+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.498+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.518+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.537+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.557+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.578+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.599+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.618+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.637+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.654+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.673+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.696+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.714+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.732+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.752+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.770+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.792+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.812+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.831+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.849+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.868+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.885+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.904+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.924+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.943+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.964+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:27.983+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.001+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.023+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.043+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.062+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.080+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.139+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.158+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.177+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.198+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.218+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.236+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.255+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.276+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.298+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.317+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.336+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.353+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.376+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.393+01:00,100200,test,f.s,95,°C
2022-03-26T13:07:28.414+01:00,100200,test,f.s,95,°C
